101301000,BAUNGON
101302000,DAMULOG
101303000,DANGCAGAN
101304000,DON CARLOS
101305000,IMPASUG-ONG
101306000,KADINGILAN
101307000,KALILANGAN
101308000,KIBAWE
101309000,KITAOTAO
101310000,LANTAPAN
101311000,LIBONA
101312000,CITY OF MALAYBALAY (Capital)
101313000,MALITBOG
101314000,MANOLO FORTICH
101315000,MARAMAG
101316000,PANGANTUCAN
101317000,QUEZON
101318000,SAN FERNANDO
101319000,SUMILAO
101320000,TALAKAG
101321000,CITY OF VALENCIA
101322000,CABANGLASAN
101801000,CATARMAN
101802000,GUINSILIBAN
101803000,MAHINOG
101804000,MAMBAJAO (Capital)
101805000,SAGAY
103501000,BACOLOD
103502000,BALOI
103503000,BAROY
103504000,ILIGAN CITY
103505000,KAPATAGAN
103506000,SULTAN NAGA DIMAPORO (KAROMATAN)
103507000,KAUSWAGAN
103508000,KOLAMBUGAN
103509000,LALA
103510000,LINAMON
103511000,MAGSAYSAY
103512000,MAIGO
103513000,MATUNGAO
103514000,MUNAI
103515000,NUNUNGAN
103516000,PANTAO RAGAT
103517000,POONA PIAGAPO
103518000,SALVADOR
103519000,SAPAD
103520000,TAGOLOAN
103521000,TANGCAL
103522000,TUBOD (Capital)
103523000,PANTAR
104201000,ALORAN
104202000,BALIANGAO
104203000,BONIFACIO
104204000,CALAMBA
104205000,CLARIN
104206000,CONCEPCION
104207000,JIMENEZ
104208000,LOPEZ JAENA
104209000,OROQUIETA CITY (Capital)
104210000,OZAMIS CITY
104211000,PANAON
104212000,PLARIDEL
104213000,SAPANG DALAGA
104214000,SINACABAN
104215000,TANGUB CITY
104216000,TUDELA
104217000,DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS)
104301000,ALUBIJID
104302000,BALINGASAG
104303000,BALINGOAN
104304000,BINUANGAN
104305000,CAGAYAN DE ORO CITY (Capital)
104306000,CLAVERIA
104307000,CITY OF EL SALVADOR
104308000,GINGOOG CITY
104309000,GITAGUM
104310000,INITAO
104311000,JASAAN
104312000,KINOGUITAN
104313000,LAGONGLONG
104314000,LAGUINDINGAN
104315000,LIBERTAD
104316000,LUGAIT
104317000,MAGSAYSAY (LINUGOS)
104318000,MANTICAO
104319000,MEDINA
104320000,NAAWAN
104321000,OPOL
104322000,SALAY
104323000,SUGBONGCOGON
104324000,TAGOLOAN
104325000,TALISAYAN
104326000,VILLANUEVA
PROVINCES,
,BUKIDNON
,CAMIGUIN
,LANAO DEL NORTE
,MISAMIS OCCIDENTAL
,MISAMIS ORIENTAL
